DDate,DOpen,DHigh,DLow,DClose,Volume,OpenInterest,NumericDeliveryMonth,UnAdjustedClose,?,??
19720516,1.159368205,1.159768205,1.159368205,1.159568205,48,16,197212,0.61980253,227,56
19720517,1.159968205,1.159968205,1.159768205,1.159968205,15,20,197212,0.62019369,210,167
19720518,1.159968205,1.160168205,1.159968205,1.160168205,8,21,197212,0.62038928,128,171
19720519,1.160168205,1.160168205,1.159768205,1.159968205,3,21,197212,0.62019369,135,183
19720522,1.160368205,1.160368205,1.159968205,1.160368205,3,23,197212,0.62058486,150,182
19720523,1.160168205,1.160168205,1.160168205,1.160168205,106,106,197303,0.62097603,266,330
19720524,1.160368205,1.160368205,1.160368205,1.160368205,109,115,197303,0.62117161,436,446
19720525,1.160568205,1.160568205,1.159768205,1.160168205,93,168,197303,0.62097603,276,506
19720526,1.160168205,1.160968205,1.160168205,1.160968205,7,173,197303,0.62175836,129,505
19720530,1.160968205,1.160968205,1.160568205,1.160568205,60,203,197303,0.62136719,289,584
19720531,1.160568205,1.160568205,1.160368205,1.160368205,151,354,197303,0.62117161,667,908
19720601,1.160168205,1.160368205,1.160168205,1.160168205,201,379,197303,0.62097603,464,888
19720602,1.159768205,1.159768205,1.159768205,1.159768205,56,409,197303,0.62058486,194,960
19720605,1.159968205,1.159968205,1.159968205,1.159968205,70,444,197303,0.62078044,332,1019
19720606,1.159768205,1.159768205,1.159568205,1.159768205,140,514,197303,0.62058486,304,1160
19720607,1.160168205,1.160168205,1.160168205,1.160168205,1,514,197303,0.62097603,37,1151
19720608,1.160568205,1.160568205,1.160368205,1.160368205,50,539,197303,0.62117161,85,1199
19720609,1.160368205,1.160368205,1.160368205,1.160368205,0,539,197303,0.62117161,95,1180
19720612,1.160768205,1.160768205,1.160768205,1.160768205,0,539,197303,0.62156277,112,1166
19720613,1.163268205,1.163468205,1.163268205,1.163468205,51,565,197303,0.62430094,191,1206
19720614,1.162668205,1.163268205,1.162668205,1.162868205,38,584,197303,0.62371419,96,1250
19720615,1.162868205,1.162868205,1.162868205,1.162868205,0,579,197303,0.62371419,36,1237
19720616,1.162068205,1.162068205,1.161468205,1.161868205,50,605,197303,0.62273627,137,1290
19720619,1.161468205,1.161468205,1.161468205,1.161468205,60,605,197303,0.62234511,135,1287
19720620,1.161168205,1.161168205,1.161168205,1.161168205,0,580,197303,0.62195394,6,1268
19720621,1.160768205,1.160768205,1.160168205,1.160168205,71,580,197303,0.62097603,128,1236
19720622,1.159168205,1.159968205,1.159168205,1.159968205,100,580,197303,0.62078044,163,1233
19720623,1.162668205,1.162668205,1.162668205,1.162668205,0,580,197303,0.6235186,49,1233
19720626,1.165468205,1.165468205,1.164668205,1.164668205,2,580,197303,0.62547443,8,1228
19720627,1.164068205,1.164068205,1.164068205,1.164068205,0,580,197303,0.62488769,212,1231
19720628,1.166768205,1.166768205,1.166768205,1.166768205,0,580,197303,0.62762585,869,1233
19720629,1.168768205,1.168768205,1.168768205,1.168768205,4,580,197303,0.62958168,47,1234
19720630,1.168768205,1.168768205,1.168768205,1.168768205,0,580,197303,0.62958168,37,1234
19720703,1.168768205,1.169368205,1.168768205,1.168968205,40,600,197303,0.62977726,89,1372
19720705,1.168968205,1.168968205,1.168968205,1.168968205,0,600,197303,0.62977726,16,1270
19720706,1.170868205,1.170868205,1.170868205,1.170868205,0,600,197303,0.63173309,12,1267
19720707,1.170868205,1.170868205,1.170868205,1.170868205,0,600,197303,0.63173309,190,1266
19720710,1.170168205,1.170168205,1.170168205,1.170168205,4,600,197303,0.63095076,30,1267
19720711,1.171668205,1.171668205,1.171668205,1.171668205,0,600,197303,0.63251542,36,1259
19720712,1.172468205,1.172468205,1.172468205,1.172468205,0,600,197303,0.63329775,35,1258
19720713,1.173668205,1.173668205,1.173668205,1.173668205,0,600,197303,0.63447125,18,1255
19720714,1.174768205,1.174768205,1.174768205,1.174768205,0,600,197303,0.63564475,30,1270
19720717,1.177568205,1.177568205,1.177568205,1.177568205,0,600,197303,0.63838291,9,1273
19720718,1.177568205,1.177568205,1.176568205,1.176568205,3,603,197303,0.637405,21,1270
19720719,1.174468205,1.174468205,1.173868205,1.173868205,102,605,197303,0.63466683,221,1277
19720720,1.173468205,1.173468205,1.172868205,1.172868205,2,606,197303,0.63368892,16,1280
19720721,1.171268205,1.171268205,1.171268205,1.171268205,0,606,197303,0.63212426,22,1289
19720724,1.171268205,1.171268205,1.169368205,1.169368205,50,606,197303,0.63016843,118,1285
19720725,1.168968205,1.169168205,1.168968205,1.169168205,50,606,197303,0.62997284,158,1283
19720726,1.169168205,1.169168205,1.169168205,1.169168205,100,656,197303,0.62997284,160,1336
19720727,1.168968205,1.168968205,1.168568205,1.168568205,4,604,197303,0.62938609,16,1281
19720728,1.168568205,1.168568205,1.168568205,1.168568205,0,604,197303,0.62938609,9,1284
19720731,1.168568205,1.168568205,1.168568205,1.168568205,0,604,197303,0.62938609,30,1275
19720801,1.168568205,1.168568205,1.168568205,1.168568205,0,604,197303,0.62938609,63,1275
19720802,1.168368205,1.168368205,1.167968205,1.167968205,101,605,197303,0.62879935,221,1275
19720803,1.167768205,1.168968205,1.167768205,1.168968205,9,611,197303,0.62977726,25,1283
19720804,1.168968205,1.168968205,1.168968205,1.168968205,102,611,197303,0.62977726,220,1281
19720807,1.168968205,1.168968205,1.168968205,1.168968205,0,611,197303,0.62977726,16,1281
19720808,1.169368205,1.169368205,1.169368205,1.169368205,0,611,197303,0.63016843,22,1282
19720809,1.168568205,1.168768205,1.168568205,1.168768205,102,662,197303,0.62958168,227,1384
19720810,1.168768205,1.168768205,1.168768205,1.168768205,0,662,197303,0.62958168,18,1379
19720811,1.167968205,1.167968205,1.167368205,1.167368205,207,667,197303,0.6282126,216,1385
19720814,1.167568205,1.167568205,1.167568205,1.167568205,0,667,197303,0.62840818,18,1377
19720815,1.167168205,1.167168205,1.166968205,1.167168205,7,671,197303,0.62801701,19,1378
19720816,1.165768205,1.165768205,1.165468205,1.165668205,5,671,197303,0.62645235,235,1382
19720817,1.165468205,1.165768205,1.165468205,1.165768205,9,679,197303,0.62664793,28,1390
19720818,1.165768205,1.165768205,1.165768205,1.165768205,0,679,197303,0.62664793,63,1395
19720821,1.164868205,1.164868205,1.164468205,1.164468205,102,681,197303,0.62527885,117,1397
19720822,1.165068205,1.166968205,1.165068205,1.166968205,2,682,197303,0.62782143,40,1399
19720823,1.166968205,1.166968205,1.166968205,1.166968205,0,682,197303,0.62782143,28,1398
19720824,1.167568205,1.167768205,1.166968205,1.166968205,200,730,197303,0.62782143,326,1498
19720825,1.166168205,1.166168205,1.166168205,1.166168205,0,730,197303,0.6270391,110,1497
19720828,1.166968205,1.166968205,1.166168205,1.166168205,101,730,197303,0.6270391,116,1498
19720829,1.167168205,1.167168205,1.167168205,1.167168205,0,729,197303,0.62801701,20,1503
19720830,1.167568205,1.167568205,1.167368205,1.167368205,2,729,197303,0.6282126,127,1495
19720831,1.166368205,1.167568205,1.166368205,1.167568205,3,731,197303,0.62840818,25,1500
19720901,1.166968205,1.166968205,1.166968205,1.166968205,0,731,197303,0.62782143,16,1499
19720905,1.166968205,1.166968205,1.165468205,1.165468205,2,734,197303,0.62625677,9,1504
19720906,1.166968205,1.166968205,1.164868205,1.164868205,6,735,197303,0.62567002,13,1505
19720907,1.166368205,1.166368205,1.166368205,1.166368205,0,731,197303,0.62723468,18,1498
19720908,1.165768205,1.165768205,1.165768205,1.165768205,0,731,197303,0.62664793,11,1498
19720911,1.166968205,1.166968205,1.165968205,1.165968205,4,729,197303,0.62684352,76,1492
19720912,1.165068205,1.165068205,1.164268205,1.164268205,6,730,197303,0.62508327,24,1495
19720913,1.164468205,1.164468205,1.164468205,1.164468205,0,730,197303,0.62527885,9,1489
19720914,1.164468205,1.164468205,1.164068205,1.164068205,300,730,197303,0.62488769,308,1489
19720915,1.162668205,1.162668205,1.162668205,1.162668205,1,729,197303,0.6235186,15,1493
19720918,1.161468205,1.161468205,1.161468205,1.161468205,0,728,197303,0.62234511,22,1490
19720919,1.160768205,1.162668205,1.160368205,1.162268205,111,732,197303,0.62312744,126,1483
19720920,1.162068205,1.162068205,1.162068205,1.162068205,8,732,197303,0.62293186,21,1484
19720921,1.161168205,1.162468205,1.161168205,1.162468205,101,729,197303,0.62332302,111,1481
19720922,1.163068205,1.163268205,1.163068205,1.163268205,3,729,197303,0.62410535,15,1480
19720925,1.162468205,1.162468205,1.161668205,1.161668205,6,727,197303,0.62254069,20,1478
19720926,1.161668205,1.161668205,1.159968205,1.160568205,56,746,197303,0.62136719,132,1520
19720927,1.160168205,1.160568205,1.160168205,1.160568205,1,706,197303,0.62136719,27,1450
19720928,1.160568205,1.160568205,1.159968205,1.159968205,2,708,197303,0.62078044,11,1454
19720929,1.159968205,1.159968205,1.159968205,1.159968205,3,705,197303,0.62078044,20,1456
19721002,1.157168205,1.157168205,1.157168205,1.157168205,0,705,197303,0.61804228,41,1480
19721003,1.155268205,1.158168205,1.155268205,1.158168205,309,706,197303,0.61902019,318,1483
19721004,1.158768205,1.159168205,1.158768205,1.159168205,3,704,197303,0.61999811,24,1479
19721005,1.159968205,1.159968205,1.159368205,1.159368205,1,703,197303,0.62019369,11,1476
19721006,1.158768205,1.158768205,1.158768205,1.158768205,0,703,197303,0.61960694,15,1475
19721009,1.158568205,1.158568205,1.158568205,1.158568205,6,703,197303,0.61941136,40,1477
19721010,1.155868205,1.157168205,1.155868205,1.157168205,1,704,197303,0.61804228,2,1476
19721011,1.154868205,1.154868205,1.154468205,1.154468205,3,707,197303,0.61530412,5,1479
19721012,1.155068205,1.155068205,1.155068205,1.155068205,3,708,197303,0.61589087,58,1481
19721013,1.154468205,1.154468205,1.154468205,1.154468205,10,708,197303,0.61530412,32,1481
19721016,1.154668205,1.154668205,1.154668205,1.154668205,1,707,197303,0.6154997,3,1478
19721017,1.154468205,1.154468205,1.154268205,1.154268205,10,705,197303,0.61510853,79,1466
19721018,1.154868205,1.155068205,1.154668205,1.154668205,16,704,197303,0.6154997,55,1463
19721019,1.154668205,1.154868205,1.154468205,1.154668205,20,704,197303,0.6154997,55,1461
19721020,1.154868205,1.154868205,1.154268205,1.154268205,5,703,197303,0.61510853,20,1461
19721023,1.154068205,1.154068205,1.152368205,1.152368205,14,716,197303,0.6131527,36,1494
19721024,1.152368205,1.153268205,1.152368205,1.152868205,116,704,197303,0.61373945,154,1461
19721025,1.152868205,1.153468205,1.152868205,1.153468205,21,704,197303,0.6143262,75,1462
19721026,1.153468205,1.153468205,1.152468205,1.152668205,7,705,197303,0.61354387,20,1464
19721027,1.152668205,1.152868205,1.152668205,1.152868205,1,705,197303,0.61373945,11,1463
19721030,1.153668205,1.153668205,1.153668205,1.153668205,0,705,197303,0.61452179,30,1465
19721031,1.153468205,1.154068205,1.153468205,1.154068205,8,704,197303,0.61491295,31,1465
19721101,1.154468205,1.154468205,1.154268205,1.154268205,4,702,197303,0.61510853,15,1465
19721102,1.155068205,1.155268205,1.155068205,1.155068205,7,699,197303,0.61589087,21,1449
19721103,1.155268205,1.155268205,1.154868205,1.154868205,2,699,197303,0.61569528,10,1449
19721106,1.154468205,1.154468205,1.154068205,1.154068205,11,699,197303,0.61491295,32,1444
19721108,1.153068205,1.153068205,1.153068205,1.153068205,0,699,197303,0.61393504,22,1444
19721109,1.153268205,1.153268205,1.153268205,1.153268205,12,699,197303,0.61413062,32,1444
19721110,1.152668205,1.152668205,1.152668205,1.152668205,16,698,197303,0.61354387,38,1442
19721113,1.152468205,1.152668205,1.152168205,1.152168205,5,699,197303,0.61295712,10,1444
19721114,1.152368205,1.152368205,1.152168205,1.152168205,12,699,197303,0.61295712,35,1444
19721115,1.153268205,1.153268205,1.153068205,1.153068205,7,702,197303,0.61393504,22,1451
19721116,1.152868205,1.152868205,1.152368205,1.152368205,8,702,197303,0.6131527,35,1450
19721117,1.152168205,1.152168205,1.151768205,1.151768205,10,701,197303,0.61256596,28,1449
19721120,1.152168205,1.152168205,1.151368205,1.151368205,11,700,197303,0.61217479,37,1448
19721121,1.151568205,1.151568205,1.151568205,1.151568205,45,700,197303,0.61237037,151,1447
19721122,1.151568205,1.151568205,1.151368205,1.151368205,24,700,197303,0.61217479,168,1447
19721127,1.152168205,1.153668205,1.152168205,1.153668205,7,697,197303,0.61452179,105,1445
19721128,1.153068205,1.153068205,1.152368205,1.152468205,23,697,197303,0.61334829,109,1445
19721129,1.152668205,1.153268205,1.152668205,1.152668205,35,697,197303,0.61354387,101,1443
19721130,1.152868205,1.152868205,1.152868205,1.152868205,28,696,197303,0.61373945,115,1441
19721201,1.152468205,1.154668205,1.152468205,1.154668205,45,718,197303,0.6154997,137,1463
19721204,1.154068205,1.154668205,1.154068205,1.154068205,40,697,197303,0.61491295,125,1441
19721205,1.154268205,1.154668205,1.154268205,1.154668205,50,697,197303,0.6154997,196,1441
19721206,1.153868205,1.154668205,1.152868205,1.152868205,61,699,197303,0.61373945,208,1444
19721207,1.152868205,1.152868205,1.152868205,1.152868205,59,697,197303,0.61373945,183,1442
19721208,1.153068205,1.153268205,1.153068205,1.153268205,30,697,197303,0.61413062,324,1442
19721211,1.154468205,1.154468205,1.153868205,1.153868205,2,695,197303,0.61471737,14,1409
19721212,1.153868205,1.153868205,1.153268205,1.153268205,2,695,197303,0.61413062,110,1409
19721213,1.153268205,1.153268205,1.153268205,1.153268205,400,695,197303,0.61413062,900,1409
19721214,1.153268205,1.153268205,1.153268205,1.153268205,34,695,197303,0.61413062,150,1409
19721215,1.151768205,1.152368205,1.151768205,1.151768205,38,697,197303,0.61256596,107,1439
19721218,1.151568205,1.152168205,1.151368205,1.151968205,1067,726,197303,0.61276154,2180,1465
19721219,1.152168205,1.152468205,1.152168205,1.152468205,118,806,197303,0.61334829,140,1502
19721220,1.152668205,1.153268205,1.152468205,1.152868205,6,696,197303,0.61373945,38,1406
19721221,1.153268205,1.154068205,1.153268205,1.154068205,32,696,197303,0.61491295,68,1406
19721222,1.153268205,1.153868205,1.153268205,1.153468205,20,696,197303,0.6143262,420,1522
19721226,1.152668205,1.152668205,1.152468205,1.152468205,10,697,197303,0.61334829,38,1576
19721227,1.152168205,1.152168205,1.151968205,1.151968205,9,699,197303,0.61276154,433,1773
19721229,1.152168205,1.152168205,1.151768205,1.151768205,14,699,197303,0.61256596,109,1800
19730102,1.151368205,1.151568205,1.151368205,1.151568205,69,649,197303,0.61237037,458,1402
19730103,1.151368205,1.152468205,1.151368205,1.152468205,55,650,197303,0.61334829,278,1363
19730104,1.152368205,1.153068205,1.152168205,1.153068205,48,647,197303,0.61393504,163,1290
19730105,1.152468205,1.152468205,1.152468205,1.152468205,45,647,197303,0.61334829,173,1290
19730108,1.152168205,1.152168205,1.151368205,1.151568205,42,642,197303,0.61237037,155,1295
19730109,1.151768205,1.151768205,1.151768205,1.151768205,42,644,197303,0.61256596,153,1320
19730110,1.151968205,1.153268205,1.151968205,1.153268205,1201,105,197303,0.61413062,2467,221
19730111,1.153068205,1.153068205,1.152168205,1.152168205,3,102,197303,0.61295712,76,214
19730112,1.152368205,1.152368205,1.152368205,1.152368205,19,102,197303,0.6131527,105,214
19730115,1.151968205,1.151968205,1.151368205,1.151368205,12,101,197303,0.61217479,67,218
19730116,1.151168205,1.151168205,1.151168205,1.151168205,26,101,197303,0.61197921,88,218
19730117,1.151368205,1.151368205,1.151368205,1.151368205,36,101,197303,0.61217479,112,218
19730118,1.151368205,1.151368205,1.150968205,1.150968205,1,102,197303,0.61178362,49,219
19730119,1.150768205,1.150768205,1.149968205,1.149968205,19,102,197303,0.61080571,70,221
19730122,1.151368205,1.151368205,1.151368205,1.151368205,1,102,197303,0.61217479,5,221
19730123,1.151568205,1.152468205,1.151568205,1.152468205,19,101,197303,0.61334829,89,220
19730124,1.154868205,1.156468205,1.154868205,1.156468205,36,100,197303,0.61725995,109,222
19730126,1.156068205,1.157168205,1.155868205,1.157168205,12,100,197303,0.61804228,52,213
19730129,1.157168205,1.161168205,1.157168205,1.161168205,31,105,197303,0.62195394,72,218
19730130,1.161168205,1.163268205,1.161168205,1.163068205,35,106,197303,0.62390977,65,219
19730131,1.162468205,1.162468205,1.161268205,1.161268205,8,105,197303,0.62214952,43,217
19730201,1.163868205,1.165268205,1.163868205,1.165268205,8,105,197303,0.62606118,68,210
19730202,1.166968205,1.166968205,1.163468205,1.163468205,5,107,197303,0.62430094,68,217
19730205,1.164068205,1.165068205,1.164068205,1.165068205,3,108,197303,0.6258656,58,229
19730206,1.168968205,1.168968205,1.161868205,1.165768205,5,111,197303,0.62664793,50,237
19730207,1.165768205,1.166568205,1.165768205,1.166168205,6,114,197303,0.6270391,38,231
19730208,1.166368205,1.166568205,1.165968205,1.166568205,8,119,197303,0.62743026,23,238
19730209,1.166968205,1.169968205,1.166968205,1.169968205,17,128,197303,0.63075518,41,264
19730212,1.173868205,1.173868205,1.173868205,1.173868205,16,145,197303,0.63466683,20,281
19730213,1.177768205,1.177768205,1.177768205,1.177768205,1,137,197303,0.63857849,1,273
19730214,1.181668205,1.181668205,1.181668205,1.181668205,0,136,197303,0.64249016,0,271
19730215,1.215768205,1.215768205,1.206068205,1.206068205,41,158,197306,0.67476135,422,527
19730216,1.206068205,1.206568205,1.206068205,1.206568205,6,120,197306,0.6753481,463,751
19730220,1.205668205,1.205668205,1.202668205,1.202668205,27,131,197306,0.67143644,353,760
19730221,1.202668205,1.204468205,1.202668205,1.204068205,4,131,197306,0.67280552,74,783
19730222,1.207968205,1.207968205,1.207968205,1.207968205,0,131,197306,0.67671718,3,783
19730223,1.211868205,1.211868205,1.211868205,1.211868205,0,132,197306,0.68062884,0,785
19730226,1.215768205,1.215768205,1.215768205,1.215768205,0,131,197306,0.6845405,3,785
19730227,1.219768205,1.219768205,1.219768205,1.219768205,0,131,197306,0.68845216,0,785
19730228,1.223668205,1.223668205,1.223668205,1.223668205,0,131,197306,0.69236382,605,598
19730301,1.227568205,1.227568205,1.227568205,1.227568205,0,131,197306,0.69627548,601,779
19730302,1.264668205,1.264668205,1.254968205,1.254968205,394,156,197306,0.7236571,1223,802
19730305,1.250968205,1.250968205,1.250968205,1.250968205,11,159,197306,0.71974544,13,807
19730306,1.247068205,1.247068205,1.247068205,1.247068205,0,158,197306,0.71583378,0,804
19730307,1.243568205,1.252568205,1.242168205,1.251968205,67,99,197306,0.72072335,170,692
19730308,1.252968205,1.254968205,1.252968205,1.254968205,115,80,197306,0.7236571,378,643
19730309,1.250968205,1.250968205,1.250968205,1.250968205,9,70,197306,0.71974544,13,732
19730312,1.247068205,1.247068205,1.245168205,1.245168205,1,70,197306,0.71387795,58,743
19730313,1.239268205,1.239868205,1.237868205,1.237868205,10,71,197306,0.70664138,61,758
19730314,1.237168205,1.241068205,1.232468205,1.241068205,9,73,197306,0.70977071,16,732
19730315,1.243168205,1.244968205,1.243168205,1.244968205,8,74,197306,0.71368237,23,733
19730316,1.241068205,1.241068205,1.241068205,1.241068205,2,75,197306,0.70977071,16,739
19730319,1.239468205,1.239468205,1.239268205,1.239268205,4,74,197306,0.70801046,53,732
19730320,1.238468205,1.238468205,1.238468205,1.238468205,1,74,197306,0.70722813,7,712
19730321,1.237568205,1.239668205,1.237568205,1.239668205,26,106,197306,0.70840163,40,747
19730322,1.239268205,1.239268205,1.237868205,1.238068205,7,104,197306,0.70683696,36,747
19730323,1.237668205,1.240868205,1.237668205,1.240868205,8,73,197306,0.70957512,71,712
19730326,1.240268205,1.240268205,1.239268205,1.239268205,8,69,197306,0.70801046,36,708
19730327,1.238868205,1.239268205,1.238868205,1.239268205,5,71,197306,0.70801046,58,713
19730328,1.238268205,1.238268205,1.235768205,1.235768205,4,70,197306,0.70448997,23,710
19730329,1.235368205,1.235368205,1.235168205,1.235168205,16,70,197306,0.70390322,40,710
19730330,1.234368205,1.234368205,1.232468205,1.232468205,8,71,197306,0.70116505,63,719
19730402,1.228568205,1.228568205,1.228568205,1.228568205,2,71,197306,0.69725339,43,709
19730403,1.225568205,1.226368205,1.225568205,1.225568205,6,73,197306,0.69431965,40,710
19730404,1.228668205,1.230268205,1.228668205,1.230268205,13,78,197306,0.69901364,43,717
19730405,1.230468205,1.230468205,1.230468205,1.230468205,6,68,197306,0.69920922,54,709
19730406,1.227568205,1.227568205,1.227568205,1.227568205,2,68,197306,0.69627548,45,704
19730409,1.227368205,1.227368205,1.227368205,1.227368205,7,67,197306,0.6960799,42,704
19730410,1.227568205,1.227568205,1.227568205,1.227568205,6,67,197306,0.69627548,43,705
19730411,1.227968205,1.228868205,1.227968205,1.228868205,6,67,197306,0.69764456,40,705
19730412,1.228668205,1.228668205,1.228668205,1.228668205,6,64,197306,0.69744898,41,700
19730413,1.228368205,1.228368205,1.228368205,1.228368205,6,64,197306,0.69705781,40,700
19730416,1.227568205,1.227568205,1.227568205,1.227568205,6,64,197306,0.69627548,42,698
19730417,1.228368205,1.228368205,1.227168205,1.227768205,15,56,197306,0.69647106,47,688
19730418,1.227568205,1.227568205,1.227368205,1.227368205,12,56,197306,0.6960799,40,688
19730419,1.226568205,1.226568205,1.225968205,1.226568205,12,56,197306,0.69529756,42,687
19730423,1.226968205,1.226968205,1.226968205,1.226968205,14,58,197306,0.69568873,47,694
19730424,1.225968205,1.225968205,1.225568205,1.225568205,14,58,197306,0.69431965,48,698
19730425,1.225768205,1.225768205,1.225768205,1.225768205,6,54,197306,0.69451523,32,684
19730426,1.225768205,1.225768205,1.223668205,1.223668205,1,54,197306,0.69236382,32,685
19730427,1.223268205,1.224268205,1.223268205,1.224268205,28,57,197306,0.69295057,647,88
19730430,1.224368205,1.224368205,1.223868205,1.224268205,18,56,197306,0.69295057,47,88
19730501,1.224368205,1.224368205,1.224368205,1.224368205,7,57,197306,0.69314615,34,90
19730502,1.225168205,1.225168205,1.224368205,1.224368205,416,58,197306,0.69314615,464,110
19730503,1.224368205,1.224368205,1.223868205,1.223868205,16,58,197306,0.6925594,44,90
19730504,1.223668205,1.223668205,1.223068205,1.223068205,5,59,197306,0.69177707,45,97
19730507,1.222668205,1.222668205,1.221668205,1.221668205,13,57,197306,0.69040799,58,97
19730508,1.223668205,1.223668205,1.223268205,1.223268205,13,57,197306,0.69197265,57,93
19730509,1.225568205,1.225768205,1.225368205,1.225768205,14,58,197306,0.69451523,163,202
19730510,1.225368205,1.225368205,1.225168205,1.225168205,42,75,197306,0.69392848,178,116
19730511,1.224768205,1.225168205,1.224768205,1.225168205,16,59,197306,0.69392848,71,99
19730514,1.229068205,1.229068205,1.229068205,1.229068205,1,58,197306,0.69784014,6,97
19730515,1.233068205,1.233068205,1.233068205,1.233068205,0,58,197306,0.7017518,4,95
19730516,1.238868205,1.238868205,1.238868205,1.238868205,2,60,197306,0.70761929,4,99
19730517,1.237568205,1.237568205,1.237368205,1.237368205,106,113,197306,0.70605463,485,192
19730518,1.238668205,1.241268205,1.238668205,1.241268205,51,58,197306,0.70996629,352,96
19730521,1.245168205,1.245168205,1.245168205,1.245168205,2,58,197306,0.71387795,2,96
19730522,1.247668205,1.247668205,1.247668205,1.247668205,1,58,197306,0.71642053,18,107
19730523,1.246468205,1.246468205,1.246468205,1.246468205,2,60,197306,0.71524703,6,110
19730524,1.244168205,1.244168205,1.238868205,1.243568205,4,61,197306,0.71231329,15,113
19730525,1.240268205,1.240268205,1.240268205,1.240268205,1,60,197306,0.70898838,5,112
19730529,1.244168205,1.244168205,1.244168205,1.244168205,0,60,197306,0.71290003,7,116
19730530,1.248068205,1.248068205,1.248068205,1.248068205,0,66,197306,0.71681169,4,131
19730531,1.253968205,1.253968205,1.253968205,1.253968205,0,59,197306,0.72267918,202,118
19730601,1.261968205,1.261968205,1.261968205,1.261968205,0,120,197306,0.73069809,53,238
19730604,1.272568205,1.284268205,1.272568205,1.280968205,6,90,197306,0.74966964,24,218
19730605,1.284668205,1.284668205,1.280368205,1.282268205,7,90,197306,0.75103872,34,229
19730606,1.276468205,1.276468205,1.276468205,1.276468205,0,81,197306,0.74517123,5,222
19730607,1.270568205,1.271368205,1.270568205,1.271368205,3,79,197306,0.74008607,4,221
19730608,1.276468205,1.276468205,1.276468205,1.276468205,5,79,197306,0.74517123,16,222
19730611,1.275668205,1.275668205,1.275668205,1.275668205,1,53,197309,0.74888731,24,215
19730612,1.277368205,1.277368205,1.277368205,1.277368205,0,53,197309,0.75064755,20,217
19730613,1.276068205,1.276668205,1.274668205,1.275468205,16,57,197309,0.74869172,34,223
19730614,1.281368205,1.281368205,1.281368205,1.281368205,3,57,197309,0.75455921,6,225
19730615,1.287168205,1.287168205,1.287168205,1.287168205,1,58,197309,0.7604267,8,227
19730618,1.295968205,1.295968205,1.295068205,1.295768205,9,58,197309,0.76903236,53,192
19730619,1.296168205,1.296168205,1.295068205,1.295068205,5,61,197309,0.76825002,26,159
19730620,1.295368205,1.295368205,1.293468205,1.295368205,2,62,197309,0.76864119,12,162
19730621,1.296168205,1.298568205,1.296168205,1.297368205,2,63,197309,0.77059702,23,167
19730622,1.299368205,1.299368205,1.299368205,1.299368205,1,57,197309,0.77255285,22,164
19730625,1.296368205,1.296368205,1.296168205,1.296168205,1,57,197309,0.76942352,158,295
19730626,1.293468205,1.302068205,1.293468205,1.302068205,6,61,197309,0.77529101,18,300
19730627,1.307968205,1.307968205,1.307968205,1.307968205,6,63,197309,0.7811585,12,301
19730628,1.316768205,1.316768205,1.316768205,1.316768205,1,64,197309,0.78995974,3,302
19730629,1.328468205,1.328468205,1.328468205,1.328468205,0,64,197309,0.80169472,0,302
19730702,1.367768205,1.371668205,1.353668205,1.353668205,20,65,197309,0.82692492,367,177
19730703,1.359568205,1.359568205,1.356068205,1.359568205,8,62,197309,0.83279241,37,181
19730705,1.359568205,1.359568205,1.359568205,1.359568205,0,62,197309,0.83279241,2,182
19730706,1.374268205,1.374268205,1.374268205,1.374268205,0,62,197309,0.84746114,0,181
19730709,1.394168205,1.394168205,1.370668205,1.370668205,17,62,197312,0.84002899,35,190
19730710,1.364868205,1.364868205,1.364868205,1.364868205,21,76,197312,0.83416149,30,204
19730711,1.356068205,1.357968205,1.356068205,1.357968205,28,94,197312,0.82731609,37,230
19730712,1.367768205,1.367768205,1.356068205,1.359968205,34,101,197312,0.82927192,53,245
19730713,1.361868205,1.364868205,1.361868205,1.363868205,28,89,197312,0.83318358,45,222
19730716,1.369768205,1.369768205,1.369768205,1.369768205,8,81,197312,0.83905107,13,217
19730717,1.375568205,1.375568205,1.375568205,1.375568205,0,1,197312,0.84491856,9,195
19730718,1.384368205,1.384368205,1.384368205,1.384368205,4,82,197312,0.85371979,22,200
19730719,1.389268205,1.391268205,1.372668205,1.373668205,25,95,197312,0.84296273,52,218
19730720,1.379468205,1.379468205,1.379468205,1.379468205,24,104,197312,0.84883022,48,233
19730723,1.385368205,1.385368205,1.385368205,1.385368205,3,103,197312,0.85469771,22,236
19730724,1.394168205,1.394168205,1.391268205,1.391268205,10,104,197312,0.8605652,17,231
19730725,1.390268205,1.398668205,1.389268205,1.397868205,12,99,197312,0.86721502,34,213
19730726,1.391968205,1.398668205,1.391268205,1.391268205,34,110,197312,0.8605652,56,230
19730727,1.385768205,1.391668205,1.385768205,1.391668205,11,112,197312,0.86095637,16,230
19730730,1.385768205,1.385768205,1.385768205,1.385768205,2,107,197312,0.85508888,6,225
19730731,1.376968205,1.385368205,1.376968205,1.380268205,38,101,197312,0.84961255,104,217
19730801,1.378568205,1.380268205,1.369768205,1.373668205,26,106,197312,0.84296273,33,223
19730802,1.371268205,1.375568205,1.369768205,1.375568205,10,109,197312,0.84491856,18,228
19730803,1.372068205,1.375568205,1.369768205,1.369768205,7,107,197312,0.83905107,16,228
19730806,1.363868205,1.363868205,1.363868205,1.363868205,2,109,197312,0.83318358,3,223
