DDate,DOpen,DHigh,DLow,DClose,Volume,OpenInterest,NumericDeliveryMonth,UnAdjustedClose,?,??
19780307,1.425568205,1.431668205,1.424368205,1.427868205,618,2554,197806,0.98123991,841,3601
19780308,1.431868205,1.432768205,1.424768205,1.427168205,804,2806,197806,0.98045758,1015,3740
19780309,1.420668205,1.422268205,1.417368205,1.417568205,1319,2427,197806,0.97087401,1513,3295
19780310,1.409868205,1.412268205,1.405768205,1.405768205,1430,2011,197806,0.95913903,1555,2863
19780313,1.401668205,1.416768205,1.401068205,1.412468205,1462,1972,197806,0.96578885,1604,2704
19780314,1.410868205,1.415968205,1.405368205,1.409168205,1383,2028,197806,0.96246394,1493,2441
19780315,1.410268205,1.413468205,1.406768205,1.409168205,618,2038,197806,0.96246394,722,2475
19780316,1.416568205,1.419668205,1.416568205,1.418868205,1000,2214,197806,0.97224309,1061,2647
19780317,1.416768205,1.416768205,1.410468205,1.414568205,957,2302,197806,0.96794027,1029,2763
19780320,1.415968205,1.416368205,1.412268205,1.413668205,791,2143,197806,0.96696235,838,2627
19780321,1.410468205,1.413868205,1.409568205,1.413468205,416,2033,197806,0.96676677,443,2511
19780322,1.412868205,1.415568205,1.411868205,1.414168205,226,2028,197806,0.9675491,284,2513
19780323,1.414768205,1.414768205,1.411868205,1.413268205,263,2022,197806,0.96657119,283,2508
19780327,1.417168205,1.421268205,1.417168205,1.419268205,884,2199,197806,0.97263426,1009,2738
19780328,1.420468205,1.422268205,1.417168205,1.418168205,833,2353,197806,0.97146076,885,2914
19780329,1.420268205,1.421668205,1.417568205,1.420268205,725,2277,197806,0.97361217,764,2829
19780330,1.418668205,1.421268205,1.417168205,1.420068205,704,2278,197806,0.97341659,740,2822
19780331,1.424568205,1.431868205,1.423768205,1.431868205,808,2383,197806,0.98515157,827,2932
19780403,1.433968205,1.433968205,1.426968205,1.427468205,1389,2572,197806,0.98084874,1460,3137
19780404,1.422868205,1.424968205,1.418368205,1.421468205,980,2700,197806,0.97478567,1019,3289
19780405,1.422268205,1.430668205,1.422268205,1.427468205,779,2585,197806,0.98084874,811,3183
19780406,1.425568205,1.428468205,1.424168205,1.427868205,535,2656,197806,0.98123991,568,3248
19780407,1.423368205,1.426368205,1.421868205,1.422068205,395,2588,197806,0.97537242,408,3184
19780410,1.427868205,1.430068205,1.427468205,1.430068205,535,2536,197806,0.98339132,587,3159
19780411,1.427168205,1.429668205,1.420668205,1.429068205,610,2616,197806,0.98241341,664,3237
19780412,1.426168205,1.429268205,1.423768205,1.427168205,963,2680,197806,0.98045758,1041,3320
19780413,1.423068205,1.424168205,1.415368205,1.419268205,1529,2699,197806,0.97263426,1688,3339
19780414,1.416368205,1.419468205,1.414068205,1.416568205,1518,2783,197806,0.9698961,1719,3433
19780417,1.408568205,1.409868205,1.405368205,1.406168205,1890,3034,197806,0.9595302,2117,3767
19780418,1.409168205,1.409368205,1.403868205,1.405268205,1893,3384,197806,0.95855228,2077,4152
19780419,1.408768205,1.410068205,1.401268205,1.403268205,2334,3449,197806,0.95659645,2532,4253
19780420,1.396568205,1.396768205,1.391568205,1.395268205,2362,3228,197806,0.94857755,2688,4114
19780421,1.390968205,1.396968205,1.390168205,1.393068205,1867,3274,197806,0.94642614,1983,4182
19780424,1.393268205,1.395668205,1.391768205,1.393268205,1722,2916,197806,0.94662172,1991,3787
19780425,1.393068205,1.394668205,1.391368205,1.391568205,1147,3042,197806,0.94486147,1251,3917
19780426,1.392468205,1.394068205,1.388368205,1.393468205,1393,2604,197806,0.9468173,1463,3490
19780427,1.397568205,1.403868205,1.396968205,1.398968205,1377,2386,197806,0.95229363,1661,3267
19780428,1.397968205,1.397968205,1.393068205,1.394668205,966,2384,197806,0.9479908,993,3262
19780501,1.396968205,1.397368205,1.394468205,1.394668205,476,2522,197806,0.9479908,532,3406
19780502,1.393668205,1.393668205,1.389168205,1.389768205,1409,2871,197806,0.94310123,1571,3834
19780503,1.392468205,1.394868205,1.390368205,1.392268205,1577,2392,197806,0.94564381,1779,3388
19780504,1.397368205,1.398568205,1.396468205,1.397568205,1039,2358,197806,0.95092455,1249,3318
19780505,1.394068205,1.395668205,1.392868205,1.394068205,579,2172,197806,0.94740405,735,3125
19780508,1.387968205,1.389368205,1.384868205,1.385468205,2444,3610,197806,0.9387984,2614,4619
19780509,1.383168205,1.387468205,1.380568205,1.384268205,1935,3374,197806,0.9376249,2132,4404
19780510,1.385868205,1.388768205,1.385268205,1.385668205,1235,3127,197806,0.93899398,1333,4154
19780511,1.382768205,1.383468205,1.379368205,1.380568205,1694,3442,197806,0.93390882,1927,4481
19780512,1.377468205,1.378968205,1.372768205,1.373368205,1107,3395,197806,0.92667225,1510,4507
19780515,1.373168205,1.374368205,1.371768205,1.372168205,1380,3132,197806,0.92549876,1638,4330
19780516,1.369668205,1.371568205,1.365868205,1.367868205,1416,2740,197806,0.92119593,1885,4130
19780517,1.366668205,1.371568205,1.363968205,1.370168205,2682,2515,197806,0.92354293,2940,3897
19780518,1.377668205,1.380368205,1.376868205,1.380168205,1560,2546,197806,0.93351766,1931,3828
19780519,1.375268205,1.377668205,1.369868205,1.371568205,972,2250,197806,0.92491201,1287,3563
19780522,1.367468205,1.370768205,1.367468205,1.370368205,295,2134,197806,0.92373851,822,3663
19780523,1.368668205,1.368868205,1.364968205,1.365368205,857,1852,197806,0.91865335,1429,3662
19780524,1.367868205,1.369468205,1.367268205,1.367268205,467,1691,197806,0.92060918,652,3411
19780525,1.368668205,1.371968205,1.367868205,1.369868205,444,1534,197806,0.92315176,682,3254
19780526,1.369668205,1.373168205,1.369668205,1.371768205,317,1522,197806,0.92510759,585,3253
19780530,1.375468205,1.378268205,1.374368205,1.377668205,512,1576,197806,0.93097508,984,3348
19780531,1.383468205,1.388568205,1.381168205,1.387968205,699,1659,197806,0.94134098,2269,3643
19780601,1.383668205,1.386068205,1.381968205,1.384268205,301,1557,197806,0.9376249,1376,3673
19780602,1.387368205,1.392068205,1.385268205,1.385268205,658,1624,197809,0.94955546,1185,3614
19780605,1.387768205,1.388168205,1.379368205,1.381068205,1212,1585,197809,0.94544822,1602,3433
19780606,1.380568205,1.386768205,1.380568205,1.386168205,890,1403,197809,0.95053338,1152,3109
19780607,1.382668205,1.384868205,1.382268205,1.383868205,464,1426,197809,0.94818638,638,3030
19780608,1.388168205,1.388768205,1.384268205,1.384468205,377,1424,197809,0.94877313,471,2960
19780609,1.383868205,1.387368205,1.383468205,1.387168205,450,1535,197809,0.95151129,518,3045
19780612,1.384868205,1.390668205,1.384268205,1.388768205,1850,2272,197809,0.95307596,2339,3672
19780613,1.389168205,1.390068205,1.385268205,1.386368205,784,2417,197809,0.95072896,950,3748
19780614,1.387768205,1.387768205,1.383068205,1.385068205,697,2228,197809,0.94935988,898,3519
19780615,1.381468205,1.383068205,1.379168205,1.380168205,1108,1993,197809,0.94447031,1353,3175
19780616,1.380168205,1.383868205,1.379768205,1.383068205,824,1868,197809,0.94740405,934,3005
19780619,1.383068205,1.385268205,1.381268205,1.383468205,473,1848,197809,0.94779522,549,2416
19780620,1.387768205,1.389368205,1.385768205,1.389168205,1330,2406,197809,0.95346712,1447,3020
19780621,1.390268205,1.391868205,1.389568205,1.391468205,1478,2866,197809,0.95581412,1701,3554
19780622,1.388168205,1.389168205,1.381068205,1.385268205,1843,2683,197809,0.94955546,1941,3361
19780623,1.388168205,1.391868205,1.386968205,1.390668205,1135,2910,197809,0.95503179,1276,3667
19780626,1.390068205,1.390868205,1.386968205,1.388168205,944,2727,197809,0.95248921,1029,3498
19780627,1.387168205,1.389568205,1.385568205,1.387968205,815,2786,197809,0.95229363,853,3572
19780628,1.389568205,1.392268205,1.386368205,1.387568205,1166,2884,197809,0.95190246,1211,3658
19780629,1.388768205,1.389368205,1.387768205,1.387968205,307,2827,197809,0.95229363,321,3590
19780630,1.386768205,1.391668205,1.386368205,1.389868205,798,2932,197809,0.95424946,873,3678
19780703,1.393468205,1.395568205,1.392868205,1.395168205,2132,3686,197809,0.9595302,2267,4498
19780705,1.400468205,1.402068205,1.396168205,1.397368205,2431,4598,197809,0.96168161,2569,5450
19780706,1.393468205,1.393668205,1.388768205,1.391868205,2266,4250,197809,0.95620529,2400,5148
19780707,1.395168205,1.397768205,1.393268205,1.396768205,1697,4708,197809,0.96109486,1822,5638
19780710,1.405168205,1.405968205,1.400868205,1.402068205,2119,4920,197809,0.9663756,2524,6051
19780711,1.397568205,1.400468205,1.397168205,1.399068205,1265,4859,197809,0.96344186,1453,6047
19780712,1.395568205,1.396168205,1.393668205,1.394568205,1190,4883,197809,0.95894345,1252,6059
19780713,1.398168205,1.399068205,1.394968205,1.395768205,1345,4737,197809,0.96011695,1449,5921
19780714,1.394268205,1.395368205,1.393068205,1.394568205,970,4683,197809,0.95894345,1087,5919
19780717,1.391268205,1.392468205,1.385068205,1.387968205,3785,4165,197809,0.95229363,3920,5414
19780718,1.388768205,1.391468205,1.387768205,1.390868205,2114,3842,197809,0.95522737,2196,5102
19780719,1.391268205,1.394068205,1.390468205,1.393868205,1660,3613,197809,0.95816112,1751,4893
19780720,1.391268205,1.395768205,1.391268205,1.395368205,925,3607,197809,0.95972578,1042,4902
19780721,1.397168205,1.407168205,1.394568205,1.402068205,1640,3816,197809,0.9663756,1846,5138
19780724,1.403168205,1.403968205,1.398768205,1.400868205,1514,3990,197809,0.9652021,1815,5415
19780725,1.397168205,1.400068205,1.396368205,1.397768205,1430,3795,197809,0.96207278,1649,5229
19780726,1.394068205,1.395168205,1.391468205,1.394768205,1766,3595,197809,0.95913903,1955,4980
19780727,1.393468205,1.394768205,1.392468205,1.394768205,854,3524,197809,0.95913903,956,4929
19780728,1.399468205,1.402868205,1.394568205,1.398768205,1533,3597,197809,0.96305069,1880,5170
19780731,1.401068205,1.406768205,1.398768205,1.405968205,2009,4349,197809,0.97028726,2522,6198
19780801,1.402068205,1.404368205,1.396568205,1.397768205,1745,4236,197809,0.96207278,2405,6276
19780802,1.398868205,1.402668205,1.397968205,1.402268205,788,4131,197809,0.96657119,1545,6527
19780803,1.402468205,1.405368205,1.399868205,1.402268205,1225,3931,197809,0.96657119,2182,6481
19780804,1.405968205,1.409668205,1.402668205,1.409268205,2362,5057,197809,0.97361217,2876,7747
19780807,1.415568205,1.417868205,1.413568205,1.417668205,2366,6159,197809,0.98202224,3663,9485
19780808,1.423368205,1.428868205,1.422368205,1.428668205,3430,7338,197809,0.99297489,5052,11552
19780809,1.432568205,1.433168205,1.423968205,1.425468205,3644,6376,197809,0.98984556,5185,11180
19780810,1.426668205,1.433968205,1.426268205,1.433368205,3198,7691,197809,0.99766888,4199,12925
19780811,1.432568205,1.437468205,1.427268205,1.434168205,3831,7223,197809,0.99845121,5110,12861
19780814,1.442368205,1.445868205,1.440168205,1.445868205,2471,6790,197809,1.01018619,3411,12743
19780815,1.447768205,1.450168205,1.434168205,1.443468205,4761,5389,197809,1.0078392,7254,10995
19780816,1.446268205,1.453268205,1.434468205,1.436468205,3115,4804,197809,1.00079821,5845,10230
19780817,1.425668205,1.426668205,1.424768205,1.424768205,891,4389,197809,0.98906323,1595,9521
19780818,1.431168205,1.431768205,1.412968205,1.417468205,2407,4060,197809,0.98182666,4179,8890
19780821,1.409068205,1.422968205,1.408068205,1.422168205,1846,3660,197812,1.00021146,4747,8138
19780822,1.421168205,1.421968205,1.415168205,1.416068205,929,3485,197812,0.99414839,2243,7496
19780823,1.407168205,1.414568205,1.406168205,1.412568205,935,3357,197812,0.99062789,2235,7192
19780824,1.415968205,1.417468205,1.414168205,1.414568205,326,3292,197812,0.99258372,1246,6918
19780825,1.407168205,1.411268205,1.406968205,1.409468205,673,3250,197812,0.98749857,1163,6637
19780828,1.408068205,1.409468205,1.402068205,1.402968205,1171,3271,197812,0.98104433,1810,6464
19780829,1.402768205,1.414768205,1.402268205,1.414768205,1034,3590,197812,0.99277931,1471,6675
19780830,1.420068205,1.423368205,1.416468205,1.420568205,1786,3758,197812,0.9986468,2383,6666
19780831,1.423768205,1.424768205,1.418868205,1.419068205,1384,3596,197812,0.99708213,1863,6273
19780901,1.422568205,1.430768205,1.422368205,1.430768205,1549,3806,197812,1.00881711,1887,6215
19780905,1.424168205,1.427268205,1.422368205,1.426068205,897,3798,197812,1.00412312,1032,6146
19780906,1.422368205,1.426268205,1.421768205,1.423768205,659,3835,197812,1.00177613,877,6102
19780907,1.419268205,1.421568205,1.416668205,1.417468205,1024,3642,197812,0.99551747,1268,5810
19780908,1.415168205,1.416068205,1.407668205,1.408668205,1592,3534,197812,0.98671623,2222,5501
19780911,1.408268205,1.416268205,1.408068205,1.415768205,1210,3511,197812,0.99375722,1411,5354
19780912,1.416068205,1.418868205,1.414368205,1.416268205,664,3489,197812,0.99434397,848,5291
19780913,1.419868205,1.426468205,1.419868205,1.426068205,1525,3660,197812,1.00412312,1682,5478
19780914,1.418268205,1.425668205,1.417068205,1.421568205,1340,3791,197812,0.99962471,1591,5604
19780915,1.424168205,1.427268205,1.422768205,1.422768205,1194,3753,197812,1.00079821,1375,5485
19780918,1.423368205,1.428868205,1.423368205,1.428468205,1262,4218,197812,1.00647012,1475,5179
19780919,1.427668205,1.429268205,1.422368205,1.423768205,1641,3993,197812,1.00177613,1748,4966
19780920,1.434868205,1.435668205,1.431568205,1.434268205,1828,4419,197812,1.01233761,2046,5452
19780921,1.439768205,1.440368205,1.436268205,1.437668205,1696,4783,197812,1.01566252,1949,5888
19780922,1.436668205,1.442368205,1.436268205,1.441968205,1143,5077,197812,1.01996534,1493,6325
19780925,1.438168205,1.445668205,1.437668205,1.444668205,1353,5420,197812,1.02270351,1492,6701
19780926,1.446668205,1.447768205,1.435068205,1.439168205,2671,5134,197812,1.01722718,2889,6404
19780927,1.437668205,1.445468205,1.437468205,1.445068205,1486,5185,197812,1.02309467,1847,6391
19780928,1.443068205,1.448568205,1.440168205,1.447968205,2221,5824,197812,1.02602842,2466,7114
19780929,1.445068205,1.445268205,1.441968205,1.442868205,1284,5492,197812,1.02094326,1386,6829
19781002,1.446868205,1.448368205,1.445868205,1.447168205,1020,5955,197812,1.02524609,1091,7333
19781003,1.451468205,1.460368205,1.451368205,1.459968205,1964,7017,197812,1.03795898,2351,8572
19781004,1.468568205,1.468968205,1.460368205,1.466768205,3344,7657,197812,1.04480439,3825,9440
19781005,1.465368205,1.467568205,1.463268205,1.466768205,2769,8165,197812,1.04480439,3254,10145
19781006,1.462668205,1.464968205,1.456368205,1.458368205,3250,6930,197812,1.03639432,3542,8936
19781009,1.461868205,1.466368205,1.459568205,1.466168205,1427,7048,197812,1.04421764,1592,9092
19781010,1.464068205,1.469468205,1.463868205,1.467768205,2479,7783,197812,1.0457823,2638,9852
19781011,1.474568205,1.484568205,1.474168205,1.483168205,1350,7719,197812,1.06123336,1630,9824
19781012,1.480468205,1.480868205,1.473268205,1.474968205,3149,6972,197812,1.05301887,3374,9075
19781013,1.482468205,1.486568205,1.480068205,1.485968205,3217,7483,197812,1.06397152,3541,9634
19781016,1.480868205,1.496668205,1.479668205,1.493168205,3484,7243,197812,1.07120809,3909,9456
19781017,1.495368205,1.502968205,1.491768205,1.497668205,3518,6686,197812,1.0757065,3935,9025
19781018,1.500568205,1.501968205,1.497068205,1.499068205,2540,6564,197812,1.07707558,2794,8936
19781019,1.494568205,1.501968205,1.492568205,1.501768205,3934,7257,197812,1.07981374,4357,9689
19781020,1.512968205,1.516868205,1.510968205,1.514668205,2387,7300,197812,1.09272222,2705,9777
19781023,1.510768205,1.518168205,1.509068205,1.512168205,3913,6210,197812,1.09017964,4418,8817
19781024,1.509368205,1.516868205,1.508668205,1.512768205,1832,6045,197812,1.09076639,2147,8631
19781025,1.530768205,1.532268205,1.527968205,1.532268205,1489,6304,197812,1.11032469,1943,9004
19781026,1.539168205,1.546168205,1.536168205,1.544568205,2201,6418,197812,1.12264642,2902,9372
19781027,1.546168205,1.552068205,1.539968205,1.551868205,2394,7279,197812,1.12988299,3234,10330
19781030,1.562968205,1.571068205,1.562768205,1.568868205,2157,6980,197812,1.14689871,2987,10123
19781031,1.564968205,1.565968205,1.549268205,1.549268205,3291,5539,197812,1.12734041,4215,8561
19781101,1.529768205,1.529768205,1.529768205,1.529768205,306,5245,197812,1.10778211,383,8273
19781102,1.500368205,1.500368205,1.500368205,1.500368205,169,5191,197812,1.07844466,222,8213
19781103,1.461268205,1.464968205,1.461268205,1.461268205,1887,4724,197812,1.03932806,2195,7711
19781106,1.457568205,1.459368205,1.454468205,1.457568205,1454,4325,197812,1.03561198,3026,6894
19781108,1.472468205,1.473968205,1.470268205,1.473268205,1044,4112,197812,1.05125863,1910,6899
19781109,1.471068205,1.471268205,1.464968205,1.469268205,2054,3660,197812,1.04734697,2886,6261
19781110,1.464968205,1.469468205,1.463068205,1.468568205,1404,3515,197812,1.04656463,2089,5922
19781113,1.464068205,1.468568205,1.464068205,1.467768205,608,3396,197812,1.0457823,866,5796
19781114,1.466968205,1.466968205,1.464468205,1.464768205,436,3182,197812,1.04284856,702,5574
19781115,1.461468205,1.461868205,1.455668205,1.456168205,996,2930,197812,1.0342429,1854,5488
19781116,1.454868205,1.455468205,1.449168205,1.455068205,1331,2813,197812,1.03306941,2148,5494
19781117,1.447068205,1.447168205,1.438968205,1.442368205,1327,2619,197812,1.02035651,2450,5780
19781120,1.434468205,1.441168205,1.434468205,1.440168205,1210,2633,197812,1.0182051,2399,5876
19781121,1.443068205,1.446468205,1.441368205,1.442168205,684,2554,197812,1.02016093,1410,5878
19781122,1.440968205,1.445668205,1.440968205,1.445468205,325,2561,197812,1.02348584,622,5905
19781127,1.438368205,1.444068205,1.437268205,1.443468205,532,2353,197812,1.02153001,1212,5648
19781128,1.438868205,1.443368205,1.438868205,1.441568205,735,2187,197903,1.04069714,1225,5412
19781129,1.440368205,1.451168205,1.439268205,1.441968205,964,2177,197903,1.04108831,1461,5380
19781130,1.439068205,1.441168205,1.436468205,1.437268205,801,2393,197903,1.03639432,1236,5438
19781201,1.433368205,1.435468205,1.431568205,1.433568205,1356,2924,197903,1.03267824,1580,5725
19781204,1.443568205,1.446668205,1.442968205,1.443568205,1542,2655,197903,1.04265297,2108,5402
19781205,1.441368205,1.445268205,1.441168205,1.445268205,1185,2621,197903,1.04441322,1409,5277
19781206,1.443868205,1.445268205,1.441368205,1.443568205,540,2745,197903,1.04265297,769,5293
19781207,1.444268205,1.445068205,1.442368205,1.444468205,359,2704,197903,1.04363089,454,5239
19781208,1.443668205,1.447268205,1.443668205,1.447268205,807,2811,197903,1.04636905,1063,5201
19781211,1.449968205,1.452668205,1.449168205,1.450368205,785,3001,197903,1.04949838,1097,5335
19781212,1.446468205,1.450168205,1.446268205,1.448968205,868,3009,197903,1.0481293,960,5282
19781213,1.445868205,1.450368205,1.444868205,1.449168205,925,3220,197903,1.04832488,1049,5461
19781214,1.450768205,1.454268205,1.450568205,1.454068205,852,3494,197903,1.05321445,1148,5590
19781215,1.454868205,1.456068205,1.452668205,1.454068205,1252,3670,197903,1.05321445,1484,5662
19781218,1.473668205,1.473668205,1.473668205,1.473668205,240,3643,197903,1.07277275,448,5457
19781219,1.487368205,1.488268205,1.483068205,1.487768205,1902,3523,197903,1.08685473,2091,4762
19781220,1.488668205,1.491068205,1.483568205,1.486168205,1128,3744,197903,1.08529007,1297,5021
19781221,1.473468205,1.476368205,1.471668205,1.471868205,824,3567,197903,1.07101251,1058,4892
19781222,1.478368205,1.479468205,1.471668205,1.472468205,522,3684,197903,1.07159926,581,4994
19781226,1.475168205,1.482268205,1.474468205,1.481868205,448,3436,197903,1.08098724,504,4754
19781227,1.491068205,1.496768205,1.490268205,1.494968205,766,3460,197903,1.0940913,1034,4797
19781228,1.496368205,1.498868205,1.485368205,1.493968205,1252,3844,197903,1.09311339,1348,5201
19781229,1.493368205,1.497268205,1.491868205,1.496368205,1047,4192,197903,1.09546038,1264,5518
19790102,1.499468205,1.500668205,1.492568205,1.493968205,1194,3932,197903,1.09311339,1335,5228
19790103,1.474468205,1.480468205,1.474468205,1.478968205,1186,3606,197903,1.0780535,1412,5092
19790104,1.471268205,1.478168205,1.471068205,1.474468205,1185,3541,197903,1.07355509,1573,4875
19790105,1.474468205,1.476568205,1.474068205,1.474968205,447,3472,197903,1.07414184,616,4773
19790108,1.481668205,1.482068205,1.479268205,1.480868205,798,3691,197903,1.08000933,1053,5045
19790109,1.479668205,1.480268205,1.471068205,1.472468205,1297,3583,197903,1.07159926,1634,4975
19790110,1.472868205,1.476568205,1.470668205,1.475768205,935,3625,197903,1.07492417,1189,5063
19790111,1.473668205,1.474068205,1.464268205,1.466368205,1393,3563,197903,1.06553618,1581,4972
19790112,1.465668205,1.469968205,1.465268205,1.467968205,1391,3056,197903,1.06710085,1540,4445
19790115,1.466968205,1.467568205,1.464868205,1.467368205,557,3033,197903,1.0665141,656,4424
19790116,1.470268205,1.475568205,1.470168205,1.474668205,1237,3311,197903,1.07375067,1640,4972
19790117,1.476368205,1.477368205,1.474668205,1.476568205,1034,3311,197903,1.0757065,1165,4969
19790118,1.478968205,1.482268205,1.478368205,1.479468205,1308,3563,197903,1.07864024,1509,5289
19790119,1.476368205,1.476568205,1.473468205,1.475768205,612,3596,197903,1.07492417,738,5328
19790122,1.474068205,1.475968205,1.472068205,1.473268205,810,3443,197903,1.07238159,862,5181
19790123,1.470268205,1.470868205,1.468968205,1.470168205,406,3247,197903,1.06925226,475,5009
19790124,1.471668205,1.473068205,1.470468205,1.471068205,605,3335,197903,1.07023018,762,5138
19790125,1.462468205,1.466968205,1.459568205,1.466568205,1913,3218,197903,1.06573177,2180,5005
19790126,1.466368205,1.466968205,1.463868205,1.464068205,852,3183,197903,1.06318919,1122,5039
19790129,1.460568205,1.462868205,1.459968205,1.461468205,705,3115,197903,1.06064661,853,4977
19790130,1.462068205,1.462468205,1.458168205,1.458368205,1031,3022,197903,1.05751728,1209,4855
19790131,1.459968205,1.460168205,1.450968205,1.452168205,1673,2916,197903,1.05125863,2101,4748
19790201,1.448768205,1.450968205,1.445468205,1.450768205,1080,2855,197903,1.04988954,1423,4741
19790202,1.443568205,1.447068205,1.442368205,1.444868205,2301,2993,197903,1.04402205,2557,4811
19790205,1.454268205,1.460168205,1.454068205,1.459768205,1811,2296,197903,1.05888636,2483,4358
19790206,1.457768205,1.463268205,1.456868205,1.462068205,1423,2242,197903,1.06123336,1740,4354
19790207,1.470468205,1.476168205,1.469368205,1.475368205,1868,2582,197903,1.074533,2992,5134
19790208,1.470268205,1.470668205,1.462468205,1.464468205,2004,2425,197903,1.06358035,2496,5092
19790209,1.467768205,1.469568205,1.465968205,1.467968205,1237,2555,197903,1.06710085,1510,5282
19790212,1.467568205,1.467968205,1.462268205,1.465768205,746,2630,197903,1.06494943,893,5348
19790213,1.455868205,1.462468205,1.455668205,1.461868205,692,2368,197903,1.06103777,924,5136
19790214,1.460568205,1.461468205,1.459168205,1.459968205,533,2331,197903,1.05908194,843,5100
19790215,1.461668205,1.463868205,1.460568205,1.462468205,194,2193,197906,1.08000933,813,4973
19790216,1.463068205,1.463468205,1.460668205,1.463068205,73,2208,197906,1.08059607,206,4926
19790220,1.460668205,1.461668205,1.458968205,1.459368205,112,2235,197906,1.07688,263,4898
19790221,1.458368205,1.459168205,1.457968205,1.458368205,202,2305,197906,1.07590208,407,4910
19790222,1.461668205,1.462268205,1.460368205,1.460668205,225,2328,197906,1.07824908,422,4921
19790223,1.461668205,1.466768205,1.461468205,1.465368205,357,2447,197906,1.08294307,729,5067
19790226,1.465768205,1.466768205,1.462468205,1.462668205,436,2506,197906,1.08020491,792,5038
19790227,1.463268205,1.463468205,1.460868205,1.462468205,206,2526,197906,1.08000933,405,4994
19790228,1.460568205,1.463468205,1.458168205,1.463068205,548,2729,197906,1.08059607,795,5076
19790301,1.456268205,1.458768205,1.455668205,1.458168205,708,2804,197906,1.0757065,1106,5033
19790302,1.455268205,1.456268205,1.454468205,1.454868205,578,2653,197906,1.07238159,882,4773
19790305,1.454868205,1.454868205,1.452268205,1.453468205,660,2633,197906,1.07101251,953,4668
19790306,1.454868205,1.455668205,1.453468205,1.453468205,398,2766,197906,1.07101251,533,4711
19790307,1.456368205,1.458768205,1.455868205,1.458568205,570,2821,197906,1.07609767,738,4671
19790308,1.457768205,1.459968205,1.456368205,1.456968205,441,2791,197906,1.074533,557,4597
19790309,1.456368205,1.458168205,1.455468205,1.456068205,268,2703,197906,1.07355509,361,4495
19790312,1.457168205,1.457168205,1.455268205,1.455668205,176,2710,197906,1.07316392,325,4437
19790313,1.450568205,1.451368205,1.448168205,1.448768205,1053,2862,197906,1.06631852,1353,4470
19790314,1.450568205,1.453468205,1.449768205,1.452468205,649,2822,197906,1.07003459,862,4275
19790315,1.452868205,1.453268205,1.449168205,1.450768205,781,2864,197906,1.06827435,891,4294
19790316,1.449168205,1.449568205,1.447268205,1.447268205,1323,3626,197906,1.06475385,1569,4911
19790319,1.447368205,1.450168205,1.447368205,1.449168205,673,3319,197906,1.06670968,806,4505
19790320,1.449368205,1.449568205,1.444668205,1.444868205,1248,3738,197906,1.06240686,1261,4368
19790321,1.444468205,1.448568205,1.443068205,1.448368205,1546,3367,197906,1.06592735,1576,3995
19790322,1.447768205,1.449168205,1.446268205,1.446468205,907,3058,197906,1.06397152,924,3686
19790323,1.445868205,1.446068205,1.444668205,1.445068205,276,3140,197906,1.06260244,309,3770
19790326,1.449768205,1.451868205,1.449568205,1.451568205,1177,2994,197906,1.06905668,1214,3633
19790327,1.447768205,1.447768205,1.444468205,1.444668205,793,2998,197906,1.06221127,872,3691
19790328,1.446468205,1.446868205,1.445268205,1.446268205,321,2897,197906,1.06377594,440,3640
19790329,1.444468205,1.444468205,1.441768205,1.442968205,669,2870,197906,1.06045103,801,3708
19790330,1.441568205,1.443468205,1.440768205,1.443468205,638,2778,197906,1.06103777,709,3664
19790402,1.431768205,1.433368205,1.431768205,1.433368205,772,2743,197906,1.05086746,964,3590
19790403,1.432968205,1.434268205,1.432568205,1.433768205,742,2606,197906,1.05125863,888,3516
19790404,1.432768205,1.432968205,1.430368205,1.431768205,419,2616,197906,1.0493028,456,3530
19790405,1.430568205,1.430768205,1.428068205,1.428868205,1371,3366,197906,1.04636905,1446,4273
19790406,1.425468205,1.426668205,1.423968205,1.425668205,1190,3594,197906,1.04323972,1321,4523
19790409,1.419468205,1.420268205,1.417868205,1.418068205,1511,4435,197906,1.03561198,1653,5362
19790410,1.421768205,1.424168205,1.420868205,1.421568205,2709,3463,197906,1.03913248,2837,4349
19790411,1.423168205,1.426668205,1.422968205,1.425268205,1636,2909,197906,1.04284856,1813,3849
19790412,1.420868205,1.421368205,1.419268205,1.420468205,592,3045,197906,1.03795898,691,4025
19790416,1.417868205,1.419268205,1.417468205,1.418868205,497,3156,197906,1.03639432,538,4137
19790417,1.419268205,1.422168205,1.417868205,1.418868205,1185,2905,197906,1.03639432,1253,3890
19790418,1.423968205,1.424968205,1.422568205,1.424768205,886,2675,197906,1.04226181,956,3664
19790419,1.428068205,1.428268205,1.422568205,1.423568205,1009,2541,197906,1.04108831,1119,3544
19790420,1.418668205,1.418868205,1.415968205,1.416868205,851,2547,197906,1.03443849,1228,3766
19790423,1.419868205,1.421168205,1.418868205,1.419868205,712,2410,197906,1.03737223,791,3620
19790424,1.422568205,1.422968205,1.420668205,1.421768205,565,2328,197906,1.03932806,719,3530
19790425,1.422768205,1.425668205,1.422168205,1.424968205,1012,2139,197906,1.04245739,1288,3227
19790426,1.422968205,1.425168205,1.422368205,1.424968205,965,2249,197906,1.04245739,1017,3376
19790427,1.423168205,1.424168205,1.420868205,1.423168205,597,2209,197906,1.04069714,677,3360
19790430,1.418468205,1.421768205,1.417068205,1.421568205,932,2372,197906,1.03913248,1018,3578
